Title Description,Standard Hours,Maximum Salary Rate
MEDICAL RECORD LIBRARIAN,35.0,56210.0
MEDICAL RECORD LIBRARIAN,35.0,60666.0
MEDICAL RECORD LIBRARIAN,35.0,65318.0
NURSES AIDE,37.5,45764.0
NURSES AIDE,40.0,45764.0
LICENSED PRACTICAL NURSE,37.5,47821.0
LICENSED PRACTICAL NURSE,40.0,47821.0
NURSE'S AIDE (HANDICAPPED CHIL,35.0,45764.0
NURSE'S AIDE (HANDICAPPED CHIL,40.0,45764.0
STAFF NURSE,32.0,65897.0
STAFF NURSE,35.0,65897.0
STAFF NURSE,35.0,78691.0
STAFF NURSE,35.0,78691.0
STAFF NURSE,37.5,78691.0
STAFF NURSE,40.0,78691.0
HEAD NURSE,30.5,68378.0
HEAD NURSE,35.0,81653.0
HEAD NURSE,35.0,65808.0
HEAD NURSE,37.5,81653.0
HEAD NURSE,40.0,81653.0
ASSISTANT HEAD NURSE,37.5,62370.0
ASSISTANT HEAD NURSE,40.0,62370.0
STRATEGIC INITIATIVE SPECIALIS,35.0,93845.0
STRATEGIC INITIATIVE SPECIALIS,35.0,93845.0
STRATEGI INITIATIVE SPECIALIST,35.0,91111.0
CASE MANAGEMENT NURSE (POLICE,35.0,78691.0
CASE MANAGEMENT NURSE (POLICE,35.0,81653.0
CASE - MANAGEMENT NURSE (FIRE,35.0,78691.0
CASE - MANAGEMENT NURSE (FIRE,35.0,81653.0
SUPERVISOR OF NURSES,30.5,103215.0
SUPERVISOR OF NURSES,35.0,73802.0
SUPERVISOR OF NURSES,35.0,87037.0
SUPERVISOR OF NURSES,35.0,123254.0
SUPERVISOR OF NURSES,37.5,87037.0
SUPERVISOR OF NURSES,37.5,123254.0
SUPERVISOR OF NURSES,40.0,87037.0
SUPERVISOR OF NURSES,40.0,123254.0
SPECIAL CONSULTANT (MENTAL HEA,35.0,79695.0
SPECIAL CONSULTANT (MENTAL HEA,35.0,95616.0
REGISTERED NURSE (PER SESSION),35.0,27.76
PUBLIC HEALTH NURSE (PER SESSI,35.0,40.79
JUNIOR PUBLIC HEALTH NURSE,35.0,73955.0
JUNIOR PUBLIC HEALTH NURSE (PA,35.0,58425.0
JR PHNURSE (SCH HLTH)>20 HR PT,35.0,40.48
SPEC CONSULTANT (MHSS) (AL 2),35.0,95616.0
PUBLIC HEALTH NURSE,35.0,74482.0
PUBLIC HEALTH NURSE,35.0,76737.0
PUBLIC HEALTH NURSE,35.0,81798.0
CONSULTANT PUBLIC HEALTH NURSE,35.0,81798.0
CONSULTANT PUBLIC HEALTH NURSE,35.0,81798.0
CONSULTANT PUBLIC HEALTH NURSE,35.0,81798.0
CONSULTANT PUBLIC HEALTH NURSE,35.0,81798.0
CONSULTANT PUBLIC HEALTH NURSE,35.0,81798.0
PUBLIC HEALTH NURSE (PART-TIME,32.0,58734.0
CONSULTANT PUBLIC HEALTH NURSE,35.0,81798.0
PUBLIC HEALTH NURSE (SCHOOL HE,35.0,40.79
PUBLIC HEALTH NURSE (SCHOOL HE,35.0,42.03
PUBLIC HEALTH NURSE (SCHOOL HE,35.0,44.44
HEALTH AIDE,35.0,33506.0
PUBLIC HEALTH EDUCATION TRAINE,35.0,46806.0
PUBLIC HEALTH EDUCATOR,35.0,64958.0
PUBLIC HEALTH EDUCATOR,35.0,74922.0
PUBLIC HEALTH EDUCATOR,35.0,78974.0
PUBLIC HEALTH EPIDEMIOLOGIST,35.0,72224.0
PUBLIC HEALTH EPIDEMIOLOGIST,35.0,86407.0
ASST PB HLTH ADV (COMM DIS CON,35.0,41944.0
PUBLIC HEALTH ADVISER,35.0,49018.0
PUBLIC HEALTH ADVISER,35.0,58338.0
SUPERVISING PUBLIC HEALTH ADVI,35.0,74392.0
PUBLIC HEALTH ADVISER (SCHOOL,35.0,26.82
PUBLIC HEALTH ADVISER (SCHOOL,35.0,31.92
SUPERVISING PUBLIC HEALTH ADVI,35.0,40.72
PUBLIC HEALTH EMERGENCY PREPAR,35.0,74500.0
PUBLIC HEALTH EMERGENCY PREPAR,35.0,102710.0
REHABILITATION COUNSELOR,35.0,65174.0
COUNSELOR (ADDICTION TREATMENT,35.0,70508.0
COUNSELOR (ADDICTION TREATMENT,35.0,79695.0
COUNSELOR (ADDICTION TREATMENT,35.0,88577.0
SENIOR REHABILITATION COUNSELO,35.0,70093.0
PEER COUNSELOR (HMH),35.0,39631.0
PEER COUNSELOR (HMH),35.0,44386.0
PEER COUNSELOR (HMH),35.0,50204.0
OCCUPATIONAL THERAPIST (DOE),32.0,63503.0
OCCUPATIONAL THERAPIST (DOE),32.0,68664.0
PHYSICAL THERAPIST (DOE),32.0,63503.0
PHYSICAL THERAPIST (DOE),32.0,68664.0
FITNESS INSTRUCTOR,35.0,63034.0
FITNESS INSTRUCTOR,35.0,66853.0
AUDIOLOGIST (HEALTH),35.0,67638.0
STAFF AUDIOLOGIST,32.0,69724.0
SUPERVISING AUDIOLOGIST,35.0,82792.0
SUPERVISING THERAPIST,35.0,72522.0
SUPERVISING THERAPIST,35.0,83759.0
SUPERVISING THERAPIST (COMP DO,35.0,60489.0
SUPERVISING THERAPIST (COMP DO,37.5,72669.0
SUPERVISING SPEECH PATHOLOGIST,35.0,82792.0
MENTAL HEALTH WORKER,35.0,41879.0
MENTAL HEALTH WORKER,35.0,24902.0
SENIOR MENTAL HEALTH WORKER,35.0,46329.0
CORRECTIONAL COUNSELOR,35.0,61936.0
ASSOCIATE CORRECTIONAL COUNSEL,35.0,72348.0
ASSOCIATE CORRECTIONAL COUNSEL,35.0,79695.0
X-RAY TECHNICIAN,35.0,54406.0
X-RAY TECHNICIAN,35.0,57828.0
X-RAY TECHNICIAN,35.0,65980.0
ENVIRONMENTAL HEALTH TECHNICIA,35.0,43704.0
YOUTH COORDINATOR (YOUTH SERVI,35.0,63370.0
PROGRAM OFFICER (DEPT FOR THE,35.0,79695.0
PROGRAM OFFICER (DEPT FOR THE,35.0,88577.0
DIRECTOR OF COMMUNITY PLANNING,35.0,153151.0
DIRECTOR OF COMMUNITY RELATION,35.0,111509.0
"DIRECTOR, UNITED NATIONS & CON",35.0,102661.0
LIAISON OFFICER TO THE UNITED,35.0,69279.0
DIRECTOR OF COMMUNITY PLANNING,35.0,244820.0
CHILDREN'S COUNSELOR (PER DIEM,35.0,246.38
SUPERINTENDENT (CHILDRENS INST,35.0,244820.0
DEPUTY COMMISSIONER (JUVENILE,35.0,244820.0
SUPERINTENDENT (JUVENILE INSTI,35.0,244820.0
ASSISTANT COMMISSIONER FOR AFT,35.0,244820.0
ASST COMMISSIONER FOR NON-SECU,35.0,244820.0
ASST COMMISSIONER FOR PLANNING,35.0,244820.0
GENERAL COUNSEL (JUVENILE JUST,35.0,244820.0
DEPUTY SUPERINTENDENT (JUVENIL,35.0,244820.0
DIRECTOR OF PUBLIC INFORMATION,35.0,244820.0
EXECUTIVE ASSISTANT (JUVENILE,35.0,244820.0
FAMILY PRESERVATIONIST (JUVENI,35.0,73347.0
PROGRAM COORDINATOR (JUVENILE,35.0,85001.0
CONSULTANT (EARLY CHILDHOOD ED,35.0,88577.0
CONSULTANT (EARLY CHILDHOOD ED,35.0,95616.0
CONSULTANT (PUBLIC HEALTH-SOCI,35.0,88577.0
SENIOR CONSULTANT (PUBLIC HEAL,35.0,95616.0
SUPV HOUSING CONSULTANT (SOC S,35.0,56237.0
CHIEF OF PLANNING & EVALUATION,35.0,244820.0
PROJECT COORDINATOR(CRIMINAL J,35.0,244820.0
GENERAL COUNSEL(CRIMINAL JUSTI,35.0,244820.0
PROJECT PLANNER (CRIMINAL JUST,35.0,234738.0
SENIOR PROJECT PLANNER (CRIMIN,35.0,234738.0
EXECUTIVE ASSISTANT (CRIMINAL,35.0,234738.0
PROBATION ASSISTANT,37.5,39028.0
PROBATION ASSISTANT,40.0,39028.0
PROBATION OFFICER TRAINEE,37.5,55196.0
PROBATION OFFICER TRAINEE,40.0,55196.0
PROBATION OFFICER,37.5,76483.0
PROBATION OFFICER,40.0,76483.0
SUPERVISING PROBATION OFFICER,37.5,91518.0
SUPERVISING PROBATION OFFICER,40.0,91518.0
DEPUTY DIRECTOR OF PROBATION,35.0,244820.0
SENIOR MORTUARY TECHNICIAN,35.0,54276.0
PRINCIPAL MORTUARY TECHNICAN,35.0,63992.0
City Mortuary Technician,35.0,49291.0
FORENSIC MORTUARY TECHNICIAN,35.0,54276.0
FORENSIC MORTUARY TECHNICIAN,35.0,63992.0
FORENSIC MORTUARY TECHNICIAN,35.0,74454.0
FORENSIC MORTUARY TECHNICIAN-C,35.0,93104.0
ASSISTANT COORDINATOR OF MORTU,35.0,74454.0
COORDINATOR OF MORTUARY SERVIC,35.0,80855.0
PSYCHOLOGIST,35.0,81131.0
PSYCHOLOGIST,35.0,93210.0
PSYCHOLOGIST,35.0,105102.0
ASST SUPERINTENDT WELF SHELT (,35.0,82147.0
SUPERINTENDENT OF ADULT INSTIT,35.0,95616.0
YOUTH DEVELOPMENT SPECIALIST,35.0,60328.0
ASSOCIATE YOUTH DEVELOPMENT SP,35.0,87293.0
ASSOCIATE YOUTH DEVELOPMENT SP,35.0,96761.0
JUVENILE COUNSELOR,35.0,58311.0
JUVENILE COUNSELOR,35.0,64307.0
ASSOCIATE JUVENILE COUNSELOR,35.0,74109.0
ASSOCIATE JUVENILE COUNSELOR,35.0,82147.0
CASEWORKER TRAINEE,35.0,44330.0
CASEWORKER,35.0,68977.0
SUPERVISOR I (SOCIAL SERVICES),35.0,79695.0
SUPERVISOR II (SOCIAL SERVICES,35.0,88577.0
SUPERVISOR III (SOCIAL SERVICE,35.0,95616.0
JOB OPPORTUNITY SPECIALIST,35.0,68977.0
SUPERVISOR OF CHILD CARE,35.0,88577.0
ASSOCIATE JOB OPPORTUNITY SPEC,35.0,79695.0
ASSOCIATE JOB OPPORTUNITY SPEC,35.0,88577.0
ASSOCIATE JOB OPPORTUNITY SPEC,35.0,95616.0
CHILD PROTECTIVE SPECIALIST (C,35.0,49279.0
CHILD PROTECTIVE SPECIALIST (C,35.0,80916.0
CHILD PROTECTIVE SPECIALIST SU,35.0,89080.0
CHILD PROTECTIVE SPECIALIST SU,35.0,101332.0
CHILD WELFARE SPECIALIST,35.0,46325.0
CHILD WELFARE SPECIALIST,35.0,77329.0
CHILD WELFARE SPECIALIST SUPER,35.0,88783.0
CHILD WELFARE SPECIALIST SUPER,35.0,97904.0
PUBLIC SERVICE INTERNE,35.0,30039.0
SENIOR CITIZEN AIDE (PART TIME,35.0,15.0
HOME AIDE,35.0,39427.0
HOMEMAKER,35.0,44477.0
HOMEMAKER,35.0,64307.0
COMMUNITY SERVICE AIDE,35.0,34238.0
CHILD AND FAMILY SPECIALIST,35.0,95616.0
PUBLIC SERVICE INTERNE,20.0,30039.0
PROGRAM EVALUATOR (ACS),35.0,95616.0
HOUSEPARENT AIDE,40.0,38922.0
HOUSEPARENT,60.0,21.44
SENIOR HOUSEPARENT,60.0,72334.0
FOSTER GRANDPARENT,35.0,2.65
CONGREG CARE SPEC-DJJ (40 HR),40.0,65443.0
CONGREG CARE SPEC-DJJ (40 HR),40.0,73773.0
CONGREG CARE SPEC-ACS(35 HR WK,35.0,65443.0
CONGREG CARE SPEC-ACS(35 HR WK,35.0,73773.0
DEPUTY DIRECTOR OF ADMINISTRAT,35.0,244820.0
DEPUTY DIRECTOR OF ADMINISTRAT,35.0,244820.0
DEPUTY DIRECTOR OF ADMINISTRAT,35.0,244820.0
DIRECTOR OF ADMINISTRATION (CH,35.0,244820.0
DIRECTOR OF ADMINISTRATION (SP,35.0,244820.0
DIRECTOR OF ADMINISTRATION (ME,35.0,244820.0
DIRECTOR OF MEDICAL ASSISTANCE,35.0,244820.0
DIRECTOR OF PARENT INVOLVEMENT,35.0,244820.0
CHIEF ADMINISTRATOR OF IMPARTI,35.0,244820.0
SOCIAL WORKER,35.0,70508.0
SOCIAL WORKER,35.0,70508.0
CORRECTIONAL STANDARDS REVIEW,35.0,68444.0
CORRECTIONAL STANDARDS REVIEW,35.0,84975.0
DIRECTOR OF CORRECTIONAL STAND,35.0,244820.0
SUPERVISOR I SOCIAL WORK,35.0,79695.0
SUPERVISOR II SOCIAL WORK,35.0,88577.0
SUPERVISOR III SOCIAL WORK,35.0,95616.0
OMBUDSMAN (JUVENILE JUSTICE),35.0,78335.0
PHYSICIANS ASSISTANT,35.0,94522.0
PHYSICIANS ASSISTANT,35.0,99977.0
PHYSICIANS ASSISTANT,37.5,94522.0
PHYSICIANS ASSISTANT,37.5,99977.0
PHYSICIANS ASSISTANT,40.0,94522.0
PHYSICIANS ASSISTANT,40.0,99977.0
HEALTH OFFICER IN TRAINING,35.0,81899.0
CLINICIAN,35.0,109588.0
MEDICAL SPECIALIST,35.0,113759.0
SENIOR MEDICAL SPECIALIST,35.0,119893.0
PHYSICIAN,35.0,109588.0
PODIATRIST (PART TIME),20.0,64.21
OPTOMETRIST (PART TIME),20.0,60.08
CITY CLINICIAN,35.0,109588.0
CITY CLINICIAN,35.0,116181.0
CITY CLINICIAN,35.0,71.06
CITY MEDICAL SPECIALIST,21.5,113759.0
CITY MEDICAL SPECIALIST,21.5,119893.0
CITY MEDICAL SPECIALIST,35.0,113759.0
CITY MEDICAL SPECIALIST,35.0,119893.0
CITY MEDICAL SPECIALIST,37.5,113759.0
CITY MEDICAL SPECIALIST,37.5,119893.0
CITY MEDICAL SPECIALIST,40.0,189544.0
CITY MEDICAL SPECIALIST,40.0,225363.0
CITY MEDICAL SPECIALIST (PART-,35.0,78.59
CITY MEDICAL SPECIALIST (PART-,35.0,78.59
CITY MEDICAL SPECIALIST (PART-,35.0,91.53
CITY MEDICAL SPECIALIST (PART-,35.0,108.82
CITY MEDICAL SPECIALIST (PART-,40.0,78.59
CITY MEDICAL SPECIALIST (PART-,40.0,78.59
CITY DEPUTY MEDICAL DIRECTOR,35.0,244820.0
CITY MEDICAL DIRECTOR,35.0,244820.0
ADMINISTRATOR OF MEDICAL AFFAI,35.0,244820.0
AGENCY MEDICAL DIRECTOR,35.0,244820.0
AGENCY DEPUTY MEDICAL DIRECTOR,35.0,244820.0
FIRE MEDICAL OFFICER,40.0,142173.0
POLICE SURGEON,40.0,142173.0
EMERGENCY MEDICAL SPECIALIST T,37.5,32520.0
EMERGENCY MEDICAL SPECIALIST-E,37.5,50604.0
EMERGENCY MEDICAL SPECIALIST-P,37.5,65226.0
SUPERVISING EMERGENCY MEDICAL,37.5,71202.0
SUPERVISING EMERGENCY MEDICAL,37.5,75000.0
EMERGENCY MEDICAL SERVICE CADE,37.5,29363.0
AMBULANCE TECHNICIAN,37.5,48023.0
EMPLOYEE ASSISTANCE PROGRAM SP,35.0,95667.0
DEPUTY CHIEF SURGEON (NON-MANA,40.0,154851.0
CHIEF SURGEON (NON-MANAGERIAL,40.0,169413.0
SUPERVISING CHIEF SURGEON (MAN,40.0,244820.0
ASSISTANT SUPERVISING CHIEF SU,40.0,244820.0
SUPERVISING EMERGENCY MEDICAL,37.5,135053.0
SUPERVISING EMERGENCY MEDICAL,35.0,244820.0
FIRE MEDICAL OFFICER (MGR DET),40.0,244820.0
DIRECTOR OF PSYCHOLOGICAL SERV,35.0,244820.0
PSYCHIATRIST (PER HOUR),35.0,78.59
MEDICOLEGAL INVESTIGATOR (OCME,40.0,83362.0
MEDICOLEGAL INVESTIGATOR (OCME,40.0,103829.0
MEDICOLEGAL INVESTIGATOR (OCME,40.0,120022.0
CITY MEDICAL EXAMINER (OCME),37.5,123836.0
CITY MEDICAL EXAMINER (OCME),37.5,147425.0
DIRECTOR OF HEALTH & SAFETY (S,35.0,244820.0
CITY MEDICAL EXAMINER (OCME),40.0,185862.0
CITY MEDICAL EXAMINER (OCME),40.0,221268.0
MEDICAL INVESTIGATOR,35.0,79473.0
JUNIOR MEDICAL EXAMINER (OFF O,35.0,99484.0
MEDICAL CONSULTANT TO THE COMP,35.0,244820.0
DIRECTOR OF MEDICAL CARE,35.0,244820.0
SCHOOL FOOD SERVICE MANAGER,35.0,31690.0
ASSOCIATE SCHOOL FOOD SERVICE,35.0,64862.0
SCHOOL LUNCH HELPER,37.5,19847.0
SENIOR SCHOOL LUNCH HELPER,35.0,38054.0
SENIOR SCHOOL LUNCH HELPER,37.5,38054.0
SCHOOL LUNCH AIDE,35.0,34716.0
SCHOOL LUNCH AIDE,37.5,34716.0
SENIOR SCHOOL LUNCH AIDE,35.0,37391.0
SENIOR SCHOOL LUNCH AIDE,37.5,37391.0
SCHOOL LUNCH ASSISTANT,35.0,43292.0
SCHOOL LUNCH ASSISTANT,37.5,43292.0
*SCHOOL LUNCH HELPER,35.0,31791.0
SENIOR SCHOOL LUNCH HELPER,35.0,35516.0
SCHOOL LUNCH AIDE,35.0,32399.0
SENIOR SCHOOL LNCH AIDE,35.0,34899.0
SCHOOL LUNCH ASSISTANT,35.0,40605.0
SCHOOL LUNCH LOADER AND HANDLE,37.5,46787.0
SENIOR SCHOOL LUNCH AIDE (COOK,35.0,38448.0
SENIOR SCHOOL LUNCH AIDE (COOK,37.5,38448.0
SCHOOL LUNCH ASSISTANT COOK,35.0,43558.0
SCHOOL LUNCH ASSISTANT COOK,37.5,43558.0
SENIOR SCHOOL LUNCH AIDE (COOK,35.0,35885.0
SCHOOL LUNCH ASSISTANT COOK,35.0,40655.0
CHAPLAIN,35.0,70424.0
CHAPLAIN,40.0,70424.0
RESIDENT CHAPLAIN (CORRECTIONA,35.0,70424.0
CHAPLAIN (JUVENILE DETENTION C,35.0,70424.0
CONFIDENTIAL STRATEGY PLANNER,35.0,97876.0
CONFIDENTIAL STRATEGY PLANNER,35.0,93845.0
CONFIDENTIAL STRATEGY PLANNER,35.0,93845.0
CONFIDENTIAL STRATEGY PLANNER,35.0,93845.0
CONFIDENTIAL STRATEGY PLANNER,35.0,93845.0
CONFIDENTIAL STRATEGY PLANNER,35.0,93845.0
CONFIDENTIAL STRATEGY PLANNER,35.0,97876.0
CONFIDENTIAL STRATEGY PLANNER,35.0,93845.0
CONFIDENTIAL STRATEGY PLANNER,35.0,97876.0
CONFIDENTIAL STRATEGY PLANNER,35.0,93845.0
CONFIDENTIAL STRATEGY PLANNER,35.0,93845.0
CONFIDENTIAL STRATEGY PLANNER,35.0,97876.0
CONFIDENTIAL STRATEGY PLANNER,35.0,97876.0
CONFIDENTIAL STRATEGY PLANNER,35.0,97876.0
DIRECTOR (EMPLOYEE ASSISTANCE,35.0,244820.0
COMMISSARY MANAGER,35.0,43850.0
SENIOR INTERGROUP RELATIONS OF,35.0,59848.0
SENIOR INTERGROUP RELATIONS OF,35.0,68719.0
HUMAN RIGHTS SPECIALIST (PR#99,35.0,76083.0
HUMAN RIGHTS SPECIALIST (COMM,35.0,76083.0
SUPERVISING HUMAN RIGHTS SPECI,35.0,87091.0
ASSOCIATE HUMAN RIGHTS SPECIAL,35.0,87091.0
ASSOCIATE HUMAN RIGHTS SPECIAL,35.0,101670.0
EQUAL RIGHTS COMPLIANCE SPECIA,35.0,67435.0
EQUAL RIGHTS COMPLIANCE SPECIA,35.0,91958.0
ASSISTANT DIRECTOR OF INTERGRO,35.0,244820.0
PRINICIPAL HUMAN RIGHTS SPECIA,35.0,101670.0
CONSULTANT ON RACE RELATIONS,35.0,137387.0
DIRECTOR OF EQUAL OPPORTUNITY,35.0,113500.0
ASSISTANT COMMISSIONER (ETHNIC,35.0,244820.0
DEPUTY EXECUTIVE DIRECTOR (COM,35.0,244820.0
DIRECTOR OF TENANT & COMMUNITY,35.0,244820.0
HUMAN RESOURCES TECHNICIAN,35.0,39427.0
SENIOR HUMAN RESOURCES TECHNIC,35.0,48154.0
COMMUNITY ASSISTANT,35.0,40962.0
COMMUNITY ASSISTANT,35.0,40962.0
COMMUNITY ASSISTANT,37.5,40962.0
COMMUNITY ASSISTANT,40.0,40962.0
COMMUNITY ASSOCIATE,35.0,61936.0
COMMUNITY ASSOCIATE,35.0,39072.0
COMMUNITY COORDINATOR,35.0,81535.0
COMMUNITY COORDINATOR,35.0,59250.0
PRECINCT COMMUNITY RELATIONS A,40.0,18.36
COMMUNITY ASSISTANT (DOE),35.0,25839.0
COMMUNITY ASSOCIATE DOE,35.0,39072.0
COMMUNITY COORDINATOR DOE,35.0,51436.0
JUNIOR SCHOOL-NEIGHBORHOOD WOR,20.0,37338.0
JUNIOR SCHOOL-NEIGHBORHOOD WOR,35.0,37338.0
SCHOOL-NEIGHBORHOOD WORKER,20.0,43736.0
SCHOOL-NEIGHBORHOOD WORKER,35.0,43736.0
SENIOR SCHOOL-NEIGHBORHOOD WOR,20.0,48669.0
SENIOR SCHOOL-NEIGHBORHOOD WOR,35.0,48669.0
PRINCIPAL SCHOOL-NEIGHBORHOOD,35.0,28911.0
PRECINCT COMMUNITY RELATIONS A,40.0,21.58
PRECINCT COMMUNITY RELATIONS C,40.0,32.3
ADDICTION SPECIALIST (METHADON,35.0,48154.0
SR ADDICTION SPEC METHADONE,35.0,61936.0
SUBSTANCE ABUSE PREVENTION & I,35.0,44111.0
SUBSTANCE ABUSE PREVENTION & I,35.0,52186.0
SUBSTANCE ABUSE PREVENTION & I,35.0,61864.0
DISTRICT MANAGER,35.0,244820.0
ASSISTANT DISTRICT MANAGER (CO,35.0,63664.0
SUMMER CREW CHIEF,35.0,6395.0
FIELD SUPERVISOR (SUMMER YOUTH,35.0,15.99
SENIOR FIELD SUPERVISOR (SUMME,35.0,20.76
DEPARTMENT LIBRARIAN,35.0,60228.0
DEPARTMENT LIBRARIAN,35.0,68174.0
DEPARTMENT LIBRARIAN,35.0,77624.0
DEPARTMENT LIBRARIAN,35.0,85304.0
PUBLIC RECORDS AIDE,35.0,50876.0
PUBLIC RECORDS OFFICER,35.0,61504.0
ASSOCIATE PUBLIC RECORDS OFFIC,35.0,80724.0
ASSOCIATE PUBLIC RECORDS OFFIC,35.0,85304.0
EQUAL EMPLOYMENT OPPORTUNITY O,35.0,244820.0
SENIOR INSTITUTIONAL TRADES IN,35.0,55129.0
ASSISTANT INSTITUTIONAL TEACHE,35.0,45158.0
INSTITUTI0NAL TEACHER (JUVENIL,35.0,61230.0
INSTITUTI0NAL TEACHER (JUVENIL,35.0,76947.0
ASSISTANT DIRECTOR OF EDUCATIO,35.0,244820.0
DIRECTOR OF EDUCATION (JJ),35.0,244820.0
LECTURER (EMS),35.0,67.95
PLAYGROUND ASSISTANT,35.0,16.63
PUPPETEER,35.0,62964.0
DIRECTOR OF PUPPETRY,35.0,77088.0
URBAN PARK RANGER,40.0,47135.0
ASSOCIATE URBAN PARK RANGER,40.0,54973.0
RECREATION DIRECTOR,35.0,62964.0
RECREATION DIRECTOR (PART-TIME,35.0,62964.0
RECREATION SUPERVISOR,35.0,77088.0
ARTS PROGRAM SPECIALIST,35.0,62964.0
ASSOCIATE ARTS PROGRAMS SPECIA,35.0,77088.0
ASSOCIATE ARTS PROGRAM SPECIAL,35.0,65939.0
DIRECTOR OF ARTWORKS (DOE),35.0,244820.0
CHIEF OF HOUSING COMMUNITY ACT,35.0,137387.0
DIRECTOR OF SOCIAL & COMMUNITY,35.0,137387.0
PROGRAM PRODUCER,35.0,40577.0
PROGRAM PRODUCER,35.0,55839.0
PROGRAM PRODUCER,35.0,56793.0
PROGRAM PRODUCER,35.0,78158.0
PROGRAM PRODUCER,35.0,66017.0
PROGRAM PRODUCER,35.0,90849.0
DIRECTOR OF TELEVISION,35.0,50500.0
DIRECTOR OF TELEVISION,35.0,69009.0
DIRECTOR OF PUBLIC INFORMATION,35.0,244820.0
DIRECTOR OF PUBLIC INFORMATION,35.0,244820.0
DIRECTOR OF PUBLIC AFFAIRS (OM,35.0,244820.0
ELECTION AIDE (OFFICE OF COLLE,35.0,93000.0
PUBLIC INFORMATION OFFICER,35.0,244820.0
LEGISLATIVE INFORMATION OFFICE,35.0,244820.0
"DIRECTOR, MAYOR'S RECEPTION CO",35.0,244820.0
ASSOCIATE PUBLIC INFORMATION,35.0,63945.0
ASSOCIATE PUBLIC INFORMATION,35.0,73804.0
SCHOOL SAFETY AGENT,40.0,48745.0
SUPERVISOR OF SCHOOL SECURITY,40.0,70419.0
ASSOCIATE SUPERVISOR OF SCHOOL,37.5,82716.0
ASSOCIATE SUPERVISOR OF SCHOOL,37.5,85508.0
ASSOC SUPVR OF SCHL SEC (MGRL),35.0,244820.0
ASSISTANT COMMISSIONER (COMMUN,35.0,244820.0
PUBLIC RELATIONS ADVISER,35.0,86282.0
ASSISTANT TO THE COMPTROLLER (,35.0,244820.0
DIRECTOR OF PUBLIC RELATIONS (,35.0,244820.0
SPECIAL ASSISTANT TO THE FIRE,35.0,244820.0
"DIRECTOR, NYC MAYOR'S OFFICE F",35.0,244820.0
DIRECTOR OF PUBLIC INFORMATION,35.0,244820.0
DIRECTOR OF NEWS BUREAU,35.0,244820.0
DIRECTOR OF PUBLIC & COMMUNITY,35.0,137387.0
BUSINESS PROMOTION COORDINATOR,35.0,70654.0
BUSINESS PROMOTION COORDINATOR,35.0,77421.0
BUSINESS PROMOTION COORDINATOR,35.0,92895.0
DIRECTOR OF CONSUMER INFORMATI,35.0,244820.0
PRESS OFFICER (OFFICE OF THE M,35.0,113500.0
DIRECTOR OF PUBLIC AFFAIRS,35.0,244820.0
PRESS OFFICER (OFFICE OF THE M,35.0,244820.0
DIRECTOR OF BUREAU OF CONSUMER,35.0,244820.0
PUBLIC RELATIONS CONSULTANT (O,35.0,244820.0
CUSTOMER INFORMATION REP,35.0,58553.0
CUSTOMER INFORMATION REP,35.0,75772.0
CUSTOMER INFORMATION REP,35.0,100511.0
DIRECTOR OF INFORMATION AND RE,35.0,244820.0
RESEARCH ASSISTANT,35.0,66739.0
RESEARCH PROJECTS COORDINATOR,35.0,244820.0
DEP DIR RESEARCH & POL DEVELP,35.0,196574.0
DIRECTOR OF RESEARCH & POLICY,35.0,137387.0
PROGRAM RESEARCH INTERN,35.0,7800.0
PROGRAM SPECIALIST  CORRECTION,35.0,67138.0
PROGRAM SPECIALIST  CORRECTION,35.0,79695.0
PROGRAM SPECIALIST  CORRECTION,35.0,88577.0
"CHIEF, PUBLICATIONS & REPORTS",35.0,54561.0
EXECUTIVE DIRECTOR (BOARD OF C,35.0,244820.0
DEPUTY EXECUTIVE DIRECTOR (BOA,35.0,244820.0
"COORDINATOR, TENANT PATROL (HA",35.0,137387.0
SANITATION WORKER,40.0,77318.0
SUPERVISOR (SANITATION),40.0,103854.0
GENERAL SUPERINTENDENT (SANITA,40.0,126242.0
GENERAL SUPERINTENDENT (SANITA,40.0,244820.0
GENERAL SUPERINTENDENT (SANITA,40.0,176107.0
SCHOOL CROSSING GUARD,25.0,15.25
POLICE CADET,35.0,16.3
POLICE CADET (HOUSING BUREAU),35.0,16.3
SCHOOL CROSSING GUARD (AL II –,40.0,33617.0
POLICE OFFICER (RECURRING NIGH,40.0,85292.0
POLICE OFFICER D/A DETECTIVE 3,40.0,97324.0
POLICE OFFICER D/A DETECTIVE 2,40.0,109360.0
POLICE OFFICER D/A DETECTIVE 1,40.0,125531.0
"POLICE OFFICER, DET. SPECIALIS",40.0,97324.0
"POLICE OFFICER, SPECIAL ASSIGN",40.0,85292.0
SERGEANT (RECURRING NIGHT SHIF,40.0,109360.0
SERGEANT D/A SPECIAL ASSIGNMEN,40.0,125531.0
SERGEANT D/A SUPERVISOR DETECT,40.0,125531.0
LIEUTENANT (POLICE) (RECUR NS),40.0,125531.0
CAPTAIN (POLICE SERVICE)(REC N,40.0,163454.0
DIRECTOR OF COMMUNICATIONS,35.0,244820.0
LIEUTENANT D/A SPECIAL ASSIGNM,40.0,138089.0
LIEUTENANT D/A COMMANDER OF DE,40.0,138089.0
LIEUTENANT D/A DIR LEGAL BUREA,40.0,163454.0
